Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
EIF4A2	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10	0.2804	0.3865
MEPCE	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10	0.5475	0.1654
EIF4A2	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	32	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.2553	0.4110
MEPCE	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	32	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.2791	0.3879
EIF4A2	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	3	5|5|5	0.8768	0.0235
MEPCE	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	3	5|5|5	0.3212	0.3473
EIF4A2	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	3	5|5|5	0.0291	0.6056
MEPCE	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	3	5|5|5	0.2276	0.4424
EIF4A2	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	4	5|5|5|5	0.1452	0.5152
MEPCE	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	4	5|5|5|5	0.0087	0.6266
EIF4A2	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	23	5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.2259	0.4436
MEPCE	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	23	5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.0929	0.5591
EIF4A2	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1292	0.5304
MEPCE	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1160	0.5419
EIF4A2	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	8	5|5|5|5|10|5|5|5	0.1498	0.5110
MEPCE	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	8	5|5|5|5|10|5|5|5	0.0547	0.5879
EIF4A2	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	6	5|5|5|5|5|5	0.2386	0.4286
MEPCE	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	6	5|5|5|5|5|5	0.0698	0.5777
EIF4A2	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	1	5	0.0016	0.6395
MEPCE	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	1	5	0.0032	0.6362
EIF4A2	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	2	5|5	0.9998	0.0000
MEPCE	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	2	5|5	0.9463	0.0101
EIF4A2	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9655	0.0065
MEPCE	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4193	0.2565
EIF4A2	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	3	5|5|5	0.0417	0.5956
MEPCE	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	3	5|5|5	0.1470	0.5134
EIF4A2	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	2	5|5	0.5011	0.1935
MEPCE	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	2	5|5	0.7532	0.0686
EIF4A2	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	1	5	0.0186	0.6143
MEPCE	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	1	5	0.0072	0.6291
EIF4A2	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	4	5|5|5|5	0.3152	0.3537
MEPCE	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	4	5|5|5|5	0.1962	0.4691
EIF4A2	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|10	0.1931	0.4715
MEPCE	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|10	0.0725	0.5754
EIF4A2	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	2	5|10	0.0615	0.5826
MEPCE	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	2	5|10	0.0913	0.5606
EIF4A2	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	13	5|5|5|5|10|5|5|5|5|5|5|5|5	0.1827	0.4806
MEPCE	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	13	5|5|5|5|10|5|5|5|5|5|5|5|5	0.3386	0.3312
EIF4A2	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	5	5|5|5|5|5	0.1344	0.5258
MEPCE	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	5	5|5|5|5|5	0.1552	0.5072
EIF4A2	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	3	5|5|5	0.3342	0.3349
MEPCE	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	3	5|5|5	0.1174	0.5404
EIF4A2	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	1	5	0.2366	0.4311
MEPCE	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	1	5	1.0000	0.0000
EIF4A2	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	2	5|5	0.1862	0.4773
MEPCE	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	2	5|5	0.1862	0.4773
EIF4A2	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	1	5	0.5395	0.1693
MEPCE	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	1	5	0.2492	0.4179
EIF4A2	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	20	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9985	0.0002
MEPCE	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	20	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4069	0.2671
EIF4A2	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	3	5|5|5	0.0821	0.5699
MEPCE	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	3	5|5|5	0.2593	0.4089
EIF4A2	gi|27436908|gn|MRPL54:116541| 39S ribosomal protein L54, mitochondrial [Homo sapiens]	3	2	5|5	0.0307	0.6053
MEPCE	gi|27436908|gn|MRPL54:116541| 39S ribosomal protein L54, mitochondrial [Homo sapiens]	3	2	5|5	0.0134	0.6199
EIF4A2	gi|27477138|gn|ZC3HAV1:56829| zinc finger CCCH-type antiviral protein 1 isoform 2 [Homo sapiens]	3	1	5	0.3406	0.3302
MEPCE	gi|27477138|gn|ZC3HAV1:56829| zinc finger CCCH-type antiviral protein 1 isoform 2 [Homo sapiens]	3	1	5	0.6857	0.0933
EIF4A2	gi|27501446|gn|DENR:8562| density-regulated protein [Homo sapiens]	3	1	5	0.5606	0.1600
MEPCE	gi|27501446|gn|DENR:8562| density-regulated protein [Homo sapiens]	3	1	5	0.3871	0.2870
EIF4A2	gi|27734984|gn|C15orf63:25764| huntingtin-interacting protein K isoform 1 [Homo sapiens]	3	1	5	0.3142	0.3552
MEPCE	gi|27734984|gn|C15orf63:25764| huntingtin-interacting protein K isoform 1 [Homo sapiens]	3	1	5	0.2940	0.3746
EIF4A2	gi|27881506|gn|ABCF2:10061| ATP-binding cassette sub-family F member 2 isoform a [Homo sapiens]	3	1	5	0.0014	0.6405
MEPCE	gi|27881506|gn|ABCF2:10061| ATP-binding cassette sub-family F member 2 isoform a [Homo sapiens]	3	1	5	0.1011	0.5536
EIF4A2	gi|281427280|gn|CDK1:983| cyclin-dependent kinase 1 isoform 4 [Homo sapiens]	3	1	5	0.0126	0.6215
MEPCE	gi|281427280|gn|CDK1:983| cyclin-dependent kinase 1 isoform 4 [Homo sapiens]	3	1	5	0.0384	0.5988
EIF4A2	gi|28274701|gn|ZNF511:118472| zinc finger protein 511 [Homo sapiens]	3	6	5|5|5|5|5|5	0.4159	0.2594
MEPCE	gi|28274701|gn|ZNF511:118472| zinc finger protein 511 [Homo sapiens]	3	6	5|5|5|5|5|5	1.0000	0.0000
EIF4A2	gi|282847476|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 2 [Homo sapiens]	3	2	5|5	0.0019	0.6385
MEPCE	gi|282847476|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 2 [Homo sapiens]	3	2	5|5	0.0005	0.6426
EIF4A2	gi|283046710|gn|LARP4:113251| la-related protein 4 isoform f [Homo sapiens]	3	1	5	0.5529	0.1634
MEPCE	gi|283046710|gn|LARP4:113251| la-related protein 4 isoform f [Homo sapiens]	3	1	5	0.4859	0.2053
EIF4A2	gi|283135173|gn|FUS:2521| RNA-binding protein FUS isoform 3 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1203	0.5374
MEPCE	gi|283135173|gn|FUS:2521| RNA-binding protein FUS isoform 3 [Homo sapiens]	3	14	5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1552	0.5072
EIF4A2	gi|28373194|gn|ADRM1:11047| proteasomal ubiquitin receptor ADRM1 precursor [Homo sapiens]	3	2	5|5	0.2425	0.4246
MEPCE	gi|28373194|gn|ADRM1:11047| proteasomal ubiquitin receptor ADRM1 precursor [Homo sapiens]	3	2	5|5	0.1490	0.5116
EIF4A2	gi|284507298|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|10|5	0.0418	0.5953
MEPCE	gi|284507298|gn|OAT:4942| ornithine aminotransferase, mitochondrial isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|10|5	0.1723	0.4903
EIF4A2	gi|288557345|gn|MOB2:81532| MOB kinase activator 2 isoform 1 [Homo sapiens]	3	1	5	0.2145	0.4544
MEPCE	gi|288557345|gn|MOB2:81532| MOB kinase activator 2 isoform 1 [Homo sapiens]	3	1	5	0.2766	0.3910
EIF4A2	gi|28872765|gn|PSMD12:5718| 26S proteasome non-ATPase regulatory subunit 12 isoform 2 [Homo sapiens]	3	9	5|10|5|5|5|5|5|5|5	0.3958	0.2786
MEPCE	gi|28872765|gn|PSMD12:5718| 26S proteasome non-ATPase regulatory subunit 12 isoform 2 [Homo sapiens]	3	9	5|10|5|5|5|5|5|5|5	0.2601	0.4073
EIF4A2	gi|28882049|gn|RFC2:5982| replication factor C subunit 2 isoform 2 [Homo sapiens]	3	2	5|5	0.1190	0.5389
MEPCE	gi|28882049|gn|RFC2:5982| replication factor C subunit 2 isoform 2 [Homo sapiens]	3	2	5|5	0.2415	0.4261
EIF4A2	gi|289176996|gn|PEG10:23089| retrotransposon-derived protein PEG10 isoform 3 [Homo sapiens]	3	1	5	0.2099	0.4586
MEPCE	gi|289176996|gn|PEG10:23089| retrotransposon-derived protein PEG10 isoform 3 [Homo sapiens]	3	1	5	0.3337	0.3352
EIF4A2	gi|289577116|gn|EIF4G2:1982| eukaryotic translation initiation factor 4 gamma 2 isoform 1 [Homo sapiens]	3	41	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|10|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5	0.9996	0.0000
MEPCE	gi|289577116|gn|EIF4G2:1982| eukaryotic translation initiation factor 4 gamma 2 isoform 1 [Homo sapiens]	3	41	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|10|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5	0.4367	0.2448
EIF4A2	gi|289629265|gn|SEC23B:10483| protein transport protein Sec23B isoform 1 [Homo sapiens]	3	1	5	0.2069	0.4595
MEPCE	gi|289629265|gn|SEC23B:10483| protein transport protein Sec23B isoform 1 [Homo sapiens]	3	1	5	0.1371	0.5225
EIF4A2	gi|29029559|gn|CSE1L:1434| exportin-2 isoform 1 [Homo sapiens]	3	1	5	0.0195	0.6139
MEPCE	gi|29029559|gn|CSE1L:1434| exportin-2 isoform 1 [Homo sapiens]	3	1	5	0.0177	0.6151
EIF4A2	gi|291084534|gn|OBSL1:23363| obscurin-like protein 1 isoform 2 precursor [Homo sapiens]	3	2	5|5	0.9865	0.0022
MEPCE	gi|291084534|gn|OBSL1:23363| obscurin-like protein 1 isoform 2 precursor [Homo sapiens]	3	2	5|5	0.0843	0.5674
EIF4A2	gi|291219927|gn|C9orf86:55684| rab-like protein 6 isoform 3 [Homo sapiens]	3	1	5	0.3388	0.3309
MEPCE	gi|291219927|gn|C9orf86:55684| rab-like protein 6 isoform 3 [Homo sapiens]	3	1	5	0.1720	0.4911
EIF4A2	gi|291219929|gn|C9orf86:55684| rab-like protein 6 isoform 4 [Homo sapiens]	3	1	5	0.3560	0.3144
MEPCE	gi|291219929|gn|C9orf86:55684| rab-like protein 6 isoform 4 [Homo sapiens]	3	1	5	0.1913	0.4722
EIF4A2	gi|291327497|gn|FGFR1:2260| fibroblast growth factor receptor 1 isoform 14 precursor [Homo sapiens]	3	1	5	0.2305	0.4385
MEPCE	gi|291327497|gn|FGFR1:2260| fibroblast growth factor receptor 1 isoform 14 precursor [Homo sapiens]	3	1	5	1.0000	0.0000
EIF4A2	gi|291575128|gn|LDHB:3945| L-lactate dehydrogenase B chain [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.0911	0.5611
MEPCE	gi|291575128|gn|LDHB:3945| L-lactate dehydrogenase B chain [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.1707	0.4926
EIF4A2	gi|294774574|gn|PPP2R1B:5519| serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform d [Homo sapiens]	3	1	5	0.2116	0.4574
MEPCE	gi|294774574|gn|PPP2R1B:5519| serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform d [Homo sapiens]	3	1	5	0.4325	0.2477
EIF4A2	gi|294832006|gn|PPP2R2A:5520| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1707	0.4926
MEPCE	gi|294832006|gn|PPP2R2A:5520| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform isoform 2 [Homo sapiens]	3	6	5|5|5|5|5|5	0.1704	0.4930
EIF4A2	gi|29568103|gn|SNRNP70:6625| U1 small nuclear ribonucleoprotein 70 kDa [Homo sapiens]	3	3	5|5|5	0.7247	0.0794
MEPCE	gi|29568103|gn|SNRNP70:6625| U1 small nuclear ribonucleoprotein 70 kDa [Homo sapiens]	3	3	5|5|5	0.2800	0.3871
EIF4A2	gi|29568111|gn|MYL9:10398| myosin regulatory light polypeptide 9 isoform a [Homo sapiens]	3	5	10|10|5|5|5	0.3071	0.3635
MEPCE	gi|29568111|gn|MYL9:10398| myosin regulatory light polypeptide 9 isoform a [Homo sapiens]	3	5	10|10|5|5|5	0.1390	0.5206
EIF4A2	gi|29570793|gn|CSNK2A1:1457| casein kinase II subunit alpha isoform b [Homo sapiens]	3	1	5	0.9668	0.0064
MEPCE	gi|29570793|gn|CSNK2A1:1457| casein kinase II subunit alpha isoform b [Homo sapiens]	3	1	5	0.4360	0.2452
EIF4A2	gi|29570798|gn|PPAT:5471| amidophosphoribosyltransferase proprotein [Homo sapiens]	3	1	5	0.1518	0.5094
MEPCE	gi|29570798|gn|PPAT:5471| amidophosphoribosyltransferase proprotein [Homo sapiens]	3	1	5	0.2484	0.4192
EIF4A2	gi|295821200|gn|CBS:875| cystathionine beta-synthase [Homo sapiens]	3	2	5|5	0.0636	0.5809
MEPCE	gi|295821200|gn|CBS:875| cystathionine beta-synthase [Homo sapiens]	3	2	5|5	0.0526	0.5902
EIF4A2	gi|295842332|gn|SF1:7536| splicing factor 1 isoform 5 [Homo sapiens]	3	2	5|5	0.6620	0.1073
MEPCE	gi|295842332|gn|SF1:7536| splicing factor 1 isoform 5 [Homo sapiens]	3	2	5|5	0.3606	0.3102
EIF4A2	gi|296010850|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform c [Homo sapiens]	3	3	5|5|5	0.0441	0.5944
MEPCE	gi|296010850|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform c [Homo sapiens]	3	3	5|5|5	0.1018	0.5525
EIF4A2	gi|296080746|gn|CTTN:2017| src substrate cortactin isoform c [Homo sapiens]	3	4	5|5|5|5	0.1074	0.5483
MEPCE	gi|296080746|gn|CTTN:2017| src substrate cortactin isoform c [Homo sapiens]	3	4	5|5|5|5	0.1884	0.4751
EIF4A2	gi|296179382|gn|CLTA:1211| clathrin light chain A isoform d [Homo sapiens]	3	1	10	0.1995	0.4652
MEPCE	gi|296179382|gn|CLTA:1211| clathrin light chain A isoform d [Homo sapiens]	3	1	10	0.0395	0.5978
EIF4A2	gi|296179386|gn|CLTA:1211| clathrin light chain A isoform e [Homo sapiens]	3	1	5	0.0019	0.6385
MEPCE	gi|296179386|gn|CLTA:1211| clathrin light chain A isoform e [Homo sapiens]	3	1	5	0.0045	0.6334
EIF4A2	gi|296317324|gn|GNL3L:54552| guanine nucleotide-binding protein-like 3-like protein [Homo sapiens]	3	1	5	0.1381	0.5213
MEPCE	gi|296317324|gn|GNL3L:54552| guanine nucleotide-binding protein-like 3-like protein [Homo sapiens]	3	1	5	0.5291	0.1747
EIF4A2	gi|297374789|gn|FMR1:2332| fragile X mental retardation protein 1 isoform ISO12 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9974	0.0004
MEPCE	gi|297374789|gn|FMR1:2332| fragile X mental retardation protein 1 isoform ISO12 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4471	0.2367
EIF4A2	gi|29788768|gn|TUBB2B:347733| tubulin beta-2B chain [Homo sapiens]	3	1	5	0.0068	0.6300
MEPCE	gi|29788768|gn|TUBB2B:347733| tubulin beta-2B chain [Homo sapiens]	3	1	5	0.3940	0.2805
EIF4A2	gi|29788785|gn|TUBB:203068| tubulin beta chain [Homo sapiens]	3	17	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.2497	0.4171
MEPCE	gi|29788785|gn|TUBB:203068| tubulin beta chain [Homo sapiens]	3	17	10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1635	0.4990
EIF4A2	gi|29826287|gn|MRPL47:57129| 39S ribosomal protein L47, mitochondrial isoform a [Homo sapiens]	3	1	5	0.0141	0.6183
MEPCE	gi|29826287|gn|MRPL47:57129| 39S ribosomal protein L47, mitochondrial isoform a [Homo sapiens]	3	1	5	0.2291	0.4402
EIF4A2	gi|29826335|gn|EIF2S2:8894| eukaryotic translation initiation factor 2 subunit 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9528	0.0090
MEPCE	gi|29826335|gn|EIF2S2:8894| eukaryotic translation initiation factor 2 subunit 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.7988	0.0505
EIF4A2	gi|299890871|gn|DCTN1:1639| dynactin subunit 1 isoform 5 [Homo sapiens]	3	10	10|5|5|5|5|5|5|5|4|5	0.4076	0.2663
MEPCE	gi|299890871|gn|DCTN1:1639| dynactin subunit 1 isoform 5 [Homo sapiens]	3	10	10|5|5|5|5|5|5|5|4|5	0.2696	0.3966
EIF4A2	gi|300244569|gn|SRSF11:9295| serine/arginine-rich splicing factor 11 isoform 2 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1515	0.5102
MEPCE	gi|300244569|gn|SRSF11:9295| serine/arginine-rich splicing factor 11 isoform 2 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.0777	0.5720
EIF4A2	gi|300360547|gn|SRSF10:10772| serine/arginine-rich splicing factor 10 isoform 3 [Homo sapiens]	3	1	5	0.7926	0.0518
MEPCE	gi|300360547|gn|SRSF10:10772| serine/arginine-rich splicing factor 10 isoform 3 [Homo sapiens]	3	1	5	0.4120	0.2622
EIF4A2	gi|300388183|gn|PSMD1:5707| 26S proteasome non-ATPase regulatory subunit 1 isoform 2 [Homo sapiens]	3	18	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1628	0.4997
MEPCE	gi|300388183|gn|PSMD1:5707| 26S proteasome non-ATPase regulatory subunit 1 isoform 2 [Homo sapiens]	3	18	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.0696	0.5783
EIF4A2	gi|30089919|gn|POLDIP3:84271| polymerase delta-interacting protein 3 isoform 2 [Homo sapiens]	3	1	5	0.0209	0.6126
MEPCE	gi|30089919|gn|POLDIP3:84271| polymerase delta-interacting protein 3 isoform 2 [Homo sapiens]	3	1	5	0.3855	0.2877
EIF4A2	gi|301171475|gn|DDX3X:1654| ATP-dependent RNA helicase DDX3X isoform 3 [Homo sapiens]	3	33	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5	1.0000	0.0000
MEPCE	gi|301171475|gn|DDX3X:1654| ATP-dependent RNA helicase DDX3X isoform 3 [Homo sapiens]	3	33	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5	0.6636	0.1053
EIF4A2	gi|301897479|gn|ENO3:2027| beta-enolase isoform 2 [Homo sapiens]	3	1	5	0.0071	0.6296
MEPCE	gi|301897479|gn|ENO3:2027| beta-enolase isoform 2 [Homo sapiens]	3	1	5	0.0034	0.6353
EIF4A2	gi|302058290|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 2 [Homo sapiens]	3	3	5|5|5	0.0175	0.6154
MEPCE	gi|302058290|gn|CCT6B:10693| T-complex protein 1 subunit zeta-2 isoform 2 [Homo sapiens]	3	3	5|5|5	0.0030	0.6370
EIF4A2	gi|302370985|gn|GRIP2:80852| glutamate receptor-interacting protein 2 [Homo sapiens]	3	1	5	0.1386	0.5208
MEPCE	gi|302370985|gn|GRIP2:80852| glutamate receptor-interacting protein 2 [Homo sapiens]	3	1	5	0.1189	0.5391
EIF4A2	gi|30260192|gn|ATPIF1:93974| ATPase inhibitor, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	5	0.0104	0.6244
MEPCE	gi|30260192|gn|ATPIF1:93974| ATPase inhibitor, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	5	0.0135	0.6196
EIF4A2	gi|302699239|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 4 [Homo sapiens]	3	1	5	1.0000	0.0000
MEPCE	gi|302699239|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 4 [Homo sapiens]	3	1	5	0.3271	0.3422
EIF4A2	gi|302699247|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 6 [Homo sapiens]	3	81	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	1.0000	0.0000
MEPCE	gi|302699247|gn|EIF4G1:1981| eukaryotic translation initiation factor 4 gamma 1 isoform 6 [Homo sapiens]	3	81	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4098	0.2647
EIF4A2	gi|303227924|gn|MATR3:9782| matrin-3 isoform a [Homo sapiens]	3	8	5|10|5|5|5|5|5|5	0.9996	0.0000
MEPCE	gi|303227924|gn|MATR3:9782| matrin-3 isoform a [Homo sapiens]	3	8	5|10|5|5|5|5|5|5	0.7597	0.0654
EIF4A2	gi|303227928|gn|MATR3:9782| matrin-3 isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9968	0.0005
MEPCE	gi|303227928|gn|MATR3:9782| matrin-3 isoform b [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.8054	0.0457
EIF4A2	gi|303304987|gn|CARS:833| cysteine--tRNA ligase, cytoplasmic isoform e [Homo sapiens]	3	1	5	0.2658	0.4013
MEPCE	gi|303304987|gn|CARS:833| cysteine--tRNA ligase, cytoplasmic isoform e [Homo sapiens]	3	1	5	0.2194	0.4488
EIF4A2	gi|303521337|gn|MEPCE:56257| 7SK snRNA methylphosphate capping enzyme isoform B [Homo sapiens]	3	54	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5	0.5015	0.1931
