Bait	Prey	#Rep	#Pep	AvgP	BFDR
EIF4A2	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	2	0.3116	0.2982
MEPCE	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	2	0.5925	0.1191
EIF4A2	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	1	0.2497	0.3530
MEPCE	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	1	0.2847	0.3223
EIF4A2	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	2	0.1940	0.4005
MEPCE	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	2	0.3207	0.2913
EIF4A2	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	1	0.8802	0.0170
MEPCE	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	1	0.8393	0.0239
EIF4A2	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	7	1.0000	0.0000
MEPCE	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	7	1.0000	0.0000
EIF4A2	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	1	0.0015	0.6488
MEPCE	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	1	0.0227	0.5730
EIF4A2	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	1	0.0091	0.6068
MEPCE	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	1	0.0139	0.5909
EIF4A2	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	6	0.1695	0.4218
MEPCE	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	6	0.1755	0.4155
EIF4A2	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	6	0.0545	0.5343
MEPCE	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	6	0.0098	0.6048
EIF4A2	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	1	0.9913	0.0005
MEPCE	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	1	0.3567	0.2585
EIF4A2	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	2	0.0069	0.6141
MEPCE	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	2	0.0057	0.6203
EIF4A2	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	2	0.2503	0.3523
MEPCE	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	2	0.2613	0.3440
EIF4A2	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	3	0.0059	0.6194
MEPCE	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	3	0.3185	0.2921
EIF4A2	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	2	0.6416	0.0992
MEPCE	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	2	0.9567	0.0039
EIF4A2	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	3	0.4943	0.1685
MEPCE	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	3	0.1172	0.4740
EIF4A2	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	1	0.5830	0.1240
MEPCE	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	1	0.0019	0.6448
MEPCE	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	1	0.0042	0.6286
EIF4A2	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	4	0.9912	0.0006
MEPCE	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	4	0.2619	0.3429
EIF4A2	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1	1.0000	0.0000
MEPCE	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	6	1.0000	0.0000
MEPCE	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	6	1.0000	0.0000
EIF4A2	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	2	0.0023	0.6406
MEPCE	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	2	0.0099	0.6038
EIF4A2	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	10	0.2038	0.3926
MEPCE	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	10	0.3079	0.2995
EIF4A2	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	6	0.0059	0.6194
MEPCE	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	6	0.0431	0.5466
EIF4A2	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	3	0.0103	0.6014
MEPCE	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	3	0.0020	0.6439
EIF4A2	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	8	0.2770	0.3291
MEPCE	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	8	0.0969	0.4925
EIF4A2	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	10	0.2198	0.3769
MEPCE	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	10	0.1325	0.4555
EIF4A2	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	22	1.0000	0.0000
MEPCE	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	22	0.6369	0.1012
EIF4A2	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	2	0.5930	0.1181
MEPCE	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	2	0.3764	0.2428
EIF4A2	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	1	0.0032	0.6352
MEPCE	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	1	0.0014	0.6495
EIF4A2	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	18	0.1370	0.4517
MEPCE	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	18	0.1324	0.4561
EIF4A2	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	3	0.1049	0.4856
MEPCE	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	3	0.8249	0.0282
EIF4A2	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	3	0.0342	0.5577
MEPCE	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	3	0.4324	0.2008
EIF4A2	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	15	0.2079	0.3883
MEPCE	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	15	0.2428	0.3573
EIF4A2	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	1	0.4554	0.1920
MEPCE	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	3	0.0100	0.6031
MEPCE	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	3	0.0009	0.6543
EIF4A2	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	3	0.1158	0.4762
MEPCE	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	3	0.0540	0.5347
EIF4A2	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	7	1.0000	0.0000
MEPCE	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	7	0.8407	0.0232
EIF4A2	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	10	0.3471	0.2651
MEPCE	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	10	0.7378	0.0511
EIF4A2	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	7	0.7308	0.0535
MEPCE	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	7	0.1598	0.4313
EIF4A2	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	1	0.0133	0.5930
MEPCE	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	1	0.6687	0.0845
EIF4A2	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	2	0.5049	0.1605
MEPCE	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	2	0.1775	0.4143
EIF4A2	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	4	0.5366	0.1427
MEPCE	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	4	0.8106	0.0317
EIF4A2	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	10	0.0729	0.5168
MEPCE	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	10	0.1218	0.4682
EIF4A2	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	1	0.3480	0.2642
MEPCE	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	17	0.0010	0.6531
MEPCE	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	17	0.0004	0.6613
EIF4A2	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	24	0.0957	0.4930
MEPCE	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	24	0.1792	0.4123
EIF4A2	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	1	0.4169	0.2138
MEPCE	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	1	0.6946	0.0655
EIF4A2	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	4	0.5469	0.1350
MEPCE	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	4	0.6117	0.1122
EIF4A2	gi|24307919|gn|SNRNP27:11017| U4/U6	3	1	0.0002	0.6641
MEPCE	gi|24307919|gn|SNRNP27:11017| U4/U6	3	1	0.0544	0.5345
EIF4A2	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	19	0.0104	0.6010
MEPCE	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	19	0.0107	0.5995
EIF4A2	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	11	0.1846	0.4085
MEPCE	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	11	0.1212	0.4688
EIF4A2	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	3	0.2508	0.3516
MEPCE	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	3	0.1360	0.4523
EIF4A2	gi|24308295|gn|GRPEL1:80273| grpE protein homolog 1, mitochondrial precursor [Homo sapiens]	3	2	0.2487	0.3548
MEPCE	gi|24308295|gn|GRPEL1:80273| grpE protein homolog 1, mitochondrial precursor [Homo sapiens]	3	2	0.4017	0.2238
EIF4A2	gi|24430149|gn|NUP155:9631| nuclear pore complex protein Nup155 isoform 1 [Homo sapiens]	3	1	0.0034	0.6333
MEPCE	gi|24430149|gn|NUP155:9631| nuclear pore complex protein Nup155 isoform 1 [Homo sapiens]	3	1	0.0142	0.5901
EIF4A2	gi|24430151|gn|PSMC1:5700| 26S protease regulatory subunit 4 [Homo sapiens]	3	15	0.1868	0.4069
MEPCE	gi|24430151|gn|PSMC1:5700| 26S protease regulatory subunit 4 [Homo sapiens]	3	15	0.1275	0.4618
EIF4A2	gi|24430155|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 2 [Homo sapiens]	3	10	0.2918	0.3161
MEPCE	gi|24430155|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 2 [Homo sapiens]	3	10	0.0098	0.6048
EIF4A2	gi|24430190|gn|KRT15:3866| keratin, type I cytoskeletal 15 [Homo sapiens]	3	1	0.0527	0.5354
MEPCE	gi|24430190|gn|KRT15:3866| keratin, type I cytoskeletal 15 [Homo sapiens]	3	1	0.0708	0.5183
EIF4A2	gi|24432106|gn|KIAA1967:57805| DBIRD complex subunit KIAA1967 [Homo sapiens]	3	6	0.8890	0.0144
MEPCE	gi|24432106|gn|KIAA1967:57805| DBIRD complex subunit KIAA1967 [Homo sapiens]	3	6	0.8354	0.0253
EIF4A2	gi|24475847|gn|IVNS1ABP:10625| influenza virus NS1A-binding protein [Homo sapiens]	3	16	0.0719	0.5170
MEPCE	gi|24475847|gn|IVNS1ABP:10625| influenza virus NS1A-binding protein [Homo sapiens]	3	16	0.3410	0.2686
EIF4A2	gi|24497609|gn|NUP62:23636| nuclear pore glycoprotein p62 [Homo sapiens]	3	2	0.0655	0.5232
MEPCE	gi|24497609|gn|NUP62:23636| nuclear pore glycoprotein p62 [Homo sapiens]	3	2	0.0465	0.5434
EIF4A2	gi|24638454|gn|ATP2A2:488| sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens]	3	1	0.0111	0.5979
MEPCE	gi|24638454|gn|ATP2A2:488| sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens]	3	1	0.0401	0.5512
EIF4A2	gi|24762236|gn|PRPF38A:84950| pre-mRNA-splicing factor 38A [Homo sapiens]	3	5	0.0764	0.5128
MEPCE	gi|24762236|gn|PRPF38A:84950| pre-mRNA-splicing factor 38A [Homo sapiens]	3	5	0.0908	0.4964
EIF4A2	gi|24797086|gn|IPO5:3843| importin-5 [Homo sapiens]	3	8	0.3923	0.2299
MEPCE	gi|24797086|gn|IPO5:3843| importin-5 [Homo sapiens]	3	8	0.0819	0.5052
EIF4A2	gi|25121987|gn|NCAPH:23397| condensin complex subunit 2 [Homo sapiens]	3	4	0.2474	0.3551
MEPCE	gi|25121987|gn|NCAPH:23397| condensin complex subunit 2 [Homo sapiens]	3	4	0.2248	0.3717
EIF4A2	gi|25121993|gn|MSI2:124540| RNA-binding protein Musashi homolog 2 isoform b [Homo sapiens]	3	1	0.6767	0.0756
MEPCE	gi|25121993|gn|MSI2:124540| RNA-binding protein Musashi homolog 2 isoform b [Homo sapiens]	3	1	0.6745	0.0776
EIF4A2	gi|253970456|gn|HTATSF1:27336| HIV Tat-specific factor 1 [Homo sapiens]	3	4	0.1414	0.4480
MEPCE	gi|253970456|gn|HTATSF1:27336| HIV Tat-specific factor 1 [Homo sapiens]	3	4	0.4559	0.1915
EIF4A2	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	16	0.1971	0.3979
MEPCE	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	16	0.5707	0.1290
EIF4A2	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	32	0.2134	0.3836
MEPCE	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	32	0.2493	0.3537
EIF4A2	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	3	0.9549	0.0045
MEPCE	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	3	0.2997	0.3079
EIF4A2	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	3	0.0398	0.5517
MEPCE	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	3	0.3319	0.2822
EIF4A2	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	4	0.0802	0.5075
MEPCE	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	4	0.0018	0.6461
EIF4A2	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	23	0.1203	0.4699
MEPCE	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	23	0.0191	0.5776
EIF4A2	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	16	0.1011	0.4883
MEPCE	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	16	0.0682	0.5215
EIF4A2	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	8	0.2912	0.3165
MEPCE	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	8	0.0139	0.5909
EIF4A2	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	6	0.2288	0.3675
MEPCE	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	6	0.0093	0.6062
EIF4A2	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	1	0.0000	0.6668
MEPCE	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	1	0.0001	0.6652
EIF4A2	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	2	1.0000	0.0000
MEPCE	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	2	0.9995	0.0000
EIF4A2	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	7	0.9987	0.0001
MEPCE	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	7	0.3165	0.2938
EIF4A2	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	3	0.0343	0.5571
MEPCE	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	3	0.1146	0.4778
EIF4A2	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	2	0.4292	0.2037
MEPCE	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	2	0.6019	0.1136
EIF4A2	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	1	0.0010	0.6531
MEPCE	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	1	0.0003	0.6627
EIF4A2	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	4	0.1579	0.4331
MEPCE	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	4	0.0825	0.5044
EIF4A2	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	13	0.1760	0.4152
MEPCE	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	13	0.0458	0.5443
EIF4A2	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	2	0.0078	0.6119
MEPCE	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	2	0.0045	0.6273
EIF4A2	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	13	0.1124	0.4803
MEPCE	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	13	0.4651	0.1857
EIF4A2	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	5	0.0690	0.5205
MEPCE	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	5	0.1211	0.4691
EIF4A2	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	3	0.0255	0.5687
MEPCE	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	3	0.0973	0.4917
EIF4A2	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	1	0.0227	0.5730
MEPCE	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	1	1.0000	0.0000
EIF4A2	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	2	0.1730	0.4180
MEPCE	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	2	0.1151	0.4773
EIF4A2	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	1	0.4430	0.1964
MEPCE	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	1	0.2096	0.3870
EIF4A2	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	20	1.0000	0.0000
MEPCE	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	20	0.4157	0.2148
EIF4A2	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	3	0.0709	0.5180
MEPCE	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	3	0.3204	0.2917
EIF4A2	gi|27436908|gn|MRPL54:116541| 39S ribosomal protein L54, mitochondrial [Homo sapiens]	3	2	0.0042	0.6286
MEPCE	gi|27436908|gn|MRPL54:116541| 39S ribosomal protein L54, mitochondrial [Homo sapiens]	3	2	0.0050	0.6244
EIF4A2	gi|27477138|gn|ZC3HAV1:56829| zinc finger CCCH-type antiviral protein 1 isoform 2 [Homo sapiens]	3	1	0.0825	0.5044
MEPCE	gi|27477138|gn|ZC3HAV1:56829| zinc finger CCCH-type antiviral protein 1 isoform 2 [Homo sapiens]	3	1	0.6654	0.0869
EIF4A2	gi|27501446|gn|DENR:8562| density-regulated protein [Homo sapiens]	3	1	0.6728	0.0796
MEPCE	gi|27501446|gn|DENR:8562| density-regulated protein [Homo sapiens]	3	1	0.7265	0.0554
EIF4A2	gi|27734984|gn|C15orf63:25764| huntingtin-interacting protein K isoform 1 [Homo sapiens]	3	1	0.1948	0.3998
MEPCE	gi|27734984|gn|C15orf63:25764| huntingtin-interacting protein K isoform 1 [Homo sapiens]	3	1	0.1960	0.3995
EIF4A2	gi|27881506|gn|ABCF2:10061| ATP-binding cassette sub-family F member 2 isoform a [Homo sapiens]	3	1	0.0005	0.6592
MEPCE	gi|27881506|gn|ABCF2:10061| ATP-binding cassette sub-family F member 2 isoform a [Homo sapiens]	3	1	0.0005	0.6592
EIF4A2	gi|281427280|gn|CDK1:983| cyclin-dependent kinase 1 isoform 4 [Homo sapiens]	3	1	0.0019	0.6448
MEPCE	gi|281427280|gn|CDK1:983| cyclin-dependent kinase 1 isoform 4 [Homo sapiens]	3	1	0.0249	0.5693
EIF4A2	gi|28274701|gn|ZNF511:118472| zinc finger protein 511 [Homo sapiens]	3	6	0.3916	0.2304
MEPCE	gi|28274701|gn|ZNF511:118472| zinc finger protein 511 [Homo sapiens]	3	6	1.0000	0.0000
EIF4A2	gi|282847476|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 2 [Homo sapiens]	3	2	0.0002	0.6641
MEPCE	gi|282847476|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 2 [Homo sapiens]	3	2	0.0002	0.6641
EIF4A2	gi|283046710|gn|LARP4:113251| la-related protein 4 isoform f [Homo sapiens]	3	1	0.6719	0.0806
MEPCE	gi|283046710|gn|LARP4:113251| la-related protein 4 isoform f [Homo sapiens]	3	1	0.3521	0.2616
EIF4A2	gi|283135173|gn|FUS:2521| RNA-binding protein FUS isoform 3 [Homo sapiens]	3	14	0.1658	0.4258
MEPCE	gi|283135173|gn|FUS:2521| RNA-binding protein FUS isoform 3 [Homo sapiens]	3	14	0.1812	0.4104
