Bait	Prey	#Rep	AvgP	BFDR
MEPCE	gi|22202633|gn|PFDN5:5204| prefoldin subunit 5 isoform alpha [Homo sapiens]	3	0.0213	0.4823
EIF4A2	gi|22202637|gn|PFDN5:5204| prefoldin subunit 5 isoform gamma [Homo sapiens]	3	0.3941	0.1633
MEPCE	gi|22202637|gn|PFDN5:5204| prefoldin subunit 5 isoform gamma [Homo sapiens]	3	0.2224	0.2858
EIF4A2	gi|22208967|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|22208967|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform a [Homo sapiens]	3	0.0045	0.5579
EIF4A2	gi|22208979|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform b [Homo sapiens]	3	0.0026	0.5780
MEPCE	gi|22208979|gn|HMGA1:3159| high mobility group protein HMG-I/HMG-Y isoform b [Homo sapiens]	3	0.0085	0.5223
EIF4A2	gi|222136639|gn|MTHFD1:4522| C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|222136639|gn|MTHFD1:4522| C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|222144262|gn|PSMB5:5693| proteasome subunit beta type-5 isoform 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|222144262|gn|PSMB5:5693| proteasome subunit beta type-5 isoform 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	0.0010	0.6095
MEPCE	gi|222144326|gn|MYL12B:103910| myosin regulatory light chain 12B [Homo sapiens]	3	0.0007	0.6153
EIF4A2	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	0.5316	0.1202
MEPCE	gi|222352151|gn|PCBP1:5093| poly(rC)-binding protein 1 [Homo sapiens]	3	0.3416	0.2041
EIF4A2	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	0.9148	0.0040
MEPCE	gi|222352164|gn|NELL1:4745| protein kinase C-binding protein NELL1 isoform 1 precursor [Homo sapiens]	3	0.0701	0.4038
EIF4A2	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|223029410|gn|TLN1:7094| talin-1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|223278379|gn|RRP12:23223| RRP12-like protein isoform 1 [Homo sapiens]	3	0.0143	0.4998
EIF4A2	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	0.1017	0.3754
MEPCE	gi|223555917|gn|MTDH:92140| protein LYRIC [Homo sapiens]	3	0.8452	0.0106
EIF4A2	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	0.0079	0.5271
MEPCE	gi|223555975|gn|TPM4:7171| tropomyosin alpha-4 chain isoform 1 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	0.8998	0.0047
MEPCE	gi|224028246|gn|NONO:4841| non-POU domain-containing octamer-binding protein isoform 1 [Homo sapiens]	3	0.1857	0.3104
EIF4A2	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	0.0560	0.4226
MEPCE	gi|224451142|gn|STMN1:3925| stathmin isoform b [Homo sapiens]	3	0.4283	0.1497
EIF4A2	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	0.1884	0.3087
MEPCE	gi|224493972|gn|TXNDC5:81567| thioredoxin domain-containing protein 5 isoform 3 [Homo sapiens]	3	0.2178	0.2893
EIF4A2	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	0.0946	0.3800
MEPCE	gi|224549005|gn|RBM17:84991| splicing factor 45 [Homo sapiens]	3	0.3352	0.2203
EIF4A2	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	0.8712	0.0078
MEPCE	gi|224586882|gn|CSDA:8531| DNA-binding protein A isoform a [Homo sapiens]	3	0.8238	0.0121
EIF4A2	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	0.4661	0.1352
MEPCE	gi|224586884|gn|CSDA:8531| DNA-binding protein A isoform b [Homo sapiens]	3	0.6027	0.1028
EIF4A2	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	0.0010	0.6095
MEPCE	gi|224809327|gn|FKBP5:2289| peptidyl-prolyl cis-trans isomerase FKBP5 isoform 1 [Homo sapiens]	3	0.0152	0.4968
EIF4A2	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	0.0047	0.5564
MEPCE	gi|224831253|gn|OPA1:4976| dynamin-like 120 kDa protein, mitochondrial isoform 8 [Homo sapiens]	3	0.0072	0.5325
EIF4A2	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|22538465|gn|PSMB3:5691| proteasome subunit beta type-3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|22538467|gn|PSMB4:5692| proteasome subunit beta type-4 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	0.9870	0.0006
MEPCE	gi|225543215|gn|MKI67:4288| antigen KI-67 isoform 2 [Homo sapiens]	3	0.3482	0.1943
EIF4A2	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|225543288|gn|SAE1:10055| SUMO-activating enzyme subunit 1 isoform c [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	0.0096	0.5174
MEPCE	gi|225579074|gn|SARS2:54938| serine--tRNA ligase, mitochondrial isoform a precursor [Homo sapiens]	3	0.0432	0.4415
EIF4A2	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	0.0030	0.5732
MEPCE	gi|225690604|gn|SNCA:6622| alpha-synuclein isoform NACP140 [Homo sapiens]	3	0.6811	0.0415
EIF4A2	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	0.8776	0.0072
MEPCE	gi|226246671|gn|RPS20:6224| 40S ribosomal protein S20 isoform 1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	0.9999	0.0000
MEPCE	gi|226371618|gn|SRP54:6729| signal recognition particle 54 kDa protein isoform 2 [Homo sapiens]	3	0.0023	0.5812
EIF4A2	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	0.6568	0.0794
MEPCE	gi|226371750|gn|TUT1:64852| speckle targeted PIP5K1A-regulated poly(A) polymerase [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|226371754|gn|KATNAL2:83473| katanin p60 ATPase-containing subunit A-like 2 [Homo sapiens]	3	0.0002	0.6436
EIF4A2	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|22748747|gn|LSM12:124801| protein LSM12 homolog [Homo sapiens]	3	0.1698	0.3183
EIF4A2	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|228008291|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 1 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|228008400|gn|SYNCRIP:10492| heterogeneous nuclear ribonucleoprotein Q isoform 6 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|23110925|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 1 proprotein [Homo sapiens]	3	0.0015	0.5994
EIF4A2	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|23110935|gn|PSMA1:5682| proteasome subunit alpha type-1 isoform 1 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|23110939|gn|PSMA3:5684| proteasome subunit alpha type-3 isoform 2 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|23110942|gn|PSMA5:5686| proteasome subunit alpha type-5 isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	0.0006	0.6194
MEPCE	gi|23110944|gn|PSMA6:5687| proteasome subunit alpha type-6 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|23308577|gn|PHGDH:26227| D-3-phosphoglycerate dehydrogenase [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|23397429|gn|EIF3M:10480| eukaryotic translation initiation factor 3 subunit M [Homo sapiens]	3	0.1322	0.3456
EIF4A2	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	0.6049	0.1001
MEPCE	gi|23503295|gn|CSNK2B:1460| casein kinase II subunit beta [Homo sapiens]	3	0.3902	0.1674
EIF4A2	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|23510283|gn|ELP3:55140| elongator complex protein 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	0.0015	0.5994
MEPCE	gi|23510340|gn|UBA1:7317| ubiquitin-like modifier-activating enzyme 1 [Homo sapiens]	3	0.0003	0.6339
EIF4A2	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	0.1310	0.3478
MEPCE	gi|23510356|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens]	3	0.9991	0.0000
EIF4A2	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|23510358|gn|RIOK1:83732| serine/threonine-protein kinase RIO1 isoform 2 [Homo sapiens]	3	0.6375	0.0873
EIF4A2	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|23510448|gn|MCM5:4174| DNA replication licensing factor MCM5 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	0.4024	0.1585
MEPCE	gi|237649015|gn|EBNA1BP2:10969| probable rRNA-processing protein EBP2 isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	0.0044	0.5588
MEPCE	gi|237649049|gn|SNRPD2:6633| small nuclear ribonucleoprotein Sm D2 isoform 2 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|237681109|gn|ATP1A1:476| sodium/potassium-transporting ATPase subunit alpha-1 isoform c [Homo sapiens]	3	0.0065	0.5378
EIF4A2	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|238624257|gn|IGF2BP1:10642| insulin-like growth factor 2 mRNA-binding protein 1 isoform 2 [Homo sapiens]	3	0.6994	0.0347
EIF4A2	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	0.0007	0.6153
MEPCE	gi|238776833|gn|ALYREF:10189| THO complex subunit 4 [Homo sapiens]	3	0.4520	0.1418
EIF4A2	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	0.3390	0.2079
MEPCE	gi|239937451|gn|AHCY:191| adenosylhomocysteinase isoform 2 [Homo sapiens]	3	0.0004	0.6277
EIF4A2	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	0.0070	0.5349
MEPCE	gi|241982780|gn|PDCD6IP:10015| programmed cell death 6-interacting protein isoform 2 [Homo sapiens]	3	0.6677	0.0604
EIF4A2	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	0.3374	0.2136
MEPCE	gi|242117893|gn|BAX:581| apoptosis regulator BAX isoform sigma [Homo sapiens]	3	0.0055	0.5474
EIF4A2	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	0.1055	0.3717
MEPCE	gi|242117971|gn|RBMXL1:494115| RNA binding motif protein, X-linked-like-1 [Homo sapiens]	3	0.5900	0.1060
EIF4A2	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|242247001|gn|CLTCL1:8218| clathrin heavy chain 2 isoform 2 [Homo sapiens]	3	0.0017	0.5936
EIF4A2	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	0.3687	0.1782
MEPCE	gi|24234683|gn|USP11:8237| ubiquitin carboxyl-terminal hydrolase 11 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|24234686|gn|HSPA8:3312| heat shock cognate 71 kDa protein isoform 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|24234688|gn|HSPA9:3313| stress-70 protein, mitochondrial precursor [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	0.3574	0.1857
MEPCE	gi|24234690|gn|MRE11A:4361| double-strand break repair protein MRE11A isoform 2 [Homo sapiens]	3	0.6856	0.0403
EIF4A2	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	0.2520	0.2714
MEPCE	gi|24234699|gn|KRT19:3880| keratin, type I cytoskeletal 19 [Homo sapiens]	3	0.5662	0.1132
EIF4A2	gi|24307919|gn|SNRNP27:11017| U4/U6	3	0.0000	0.6820
MEPCE	gi|24307919|gn|SNRNP27:11017| U4/U6	3	0.0570	0.4217
EIF4A2	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|24307939|gn|CCT5:22948| T-complex protein 1 subunit epsilon [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|24307971|gn|STK38L:23012| serine/threonine-protein kinase 38-like [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	0.1279	0.3510
MEPCE	gi|24308207|gn|LRRC47:57470| leucine-rich repeat-containing protein 47 [Homo sapiens]	3	0.0426	0.4428
EIF4A2	gi|24308295|gn|GRPEL1:80273| grpE protein homolog 1, mitochondrial precursor [Homo sapiens]	3	0.0589	0.4188
MEPCE	gi|24308295|gn|GRPEL1:80273| grpE protein homolog 1, mitochondrial precursor [Homo sapiens]	3	0.0750	0.3988
EIF4A2	gi|24430149|gn|NUP155:9631| nuclear pore complex protein Nup155 isoform 1 [Homo sapiens]	3	0.0022	0.5834
MEPCE	gi|24430149|gn|NUP155:9631| nuclear pore complex protein Nup155 isoform 1 [Homo sapiens]	3	0.0095	0.5181
EIF4A2	gi|24430151|gn|PSMC1:5700| 26S protease regulatory subunit 4 [Homo sapiens]	3	0.0012	0.6030
MEPCE	gi|24430151|gn|PSMC1:5700| 26S protease regulatory subunit 4 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|24430155|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 2 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|24430155|gn|PSMC4:5704| 26S protease regulatory subunit 6B isoform 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|24430190|gn|KRT15:3866| keratin, type I cytoskeletal 15 [Homo sapiens]	3	0.0266	0.4693
MEPCE	gi|24430190|gn|KRT15:3866| keratin, type I cytoskeletal 15 [Homo sapiens]	3	0.0353	0.4522
EIF4A2	gi|24432106|gn|KIAA1967:57805| DBIRD complex subunit KIAA1967 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|24432106|gn|KIAA1967:57805| DBIRD complex subunit KIAA1967 [Homo sapiens]	3	0.6661	0.0715
EIF4A2	gi|24475847|gn|IVNS1ABP:10625| influenza virus NS1A-binding protein [Homo sapiens]	3	0.0006	0.6194
MEPCE	gi|24475847|gn|IVNS1ABP:10625| influenza virus NS1A-binding protein [Homo sapiens]	3	0.5499	0.1161
EIF4A2	gi|24497609|gn|NUP62:23636| nuclear pore glycoprotein p62 [Homo sapiens]	3	0.0037	0.5635
MEPCE	gi|24497609|gn|NUP62:23636| nuclear pore glycoprotein p62 [Homo sapiens]	3	0.0050	0.5542
EIF4A2	gi|24638454|gn|ATP2A2:488| sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens]	3	0.0074	0.5315
MEPCE	gi|24638454|gn|ATP2A2:488| sarcoplasmic/endoplasmic reticulum calcium ATPase 2 isoform b [Homo sapiens]	3	0.0269	0.4684
EIF4A2	gi|24762236|gn|PRPF38A:84950| pre-mRNA-splicing factor 38A [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|24762236|gn|PRPF38A:84950| pre-mRNA-splicing factor 38A [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|24797086|gn|IPO5:3843| importin-5 [Homo sapiens]	3	0.3359	0.2185
MEPCE	gi|24797086|gn|IPO5:3843| importin-5 [Homo sapiens]	3	0.0027	0.5758
EIF4A2	gi|25121987|gn|NCAPH:23397| condensin complex subunit 2 [Homo sapiens]	3	0.0061	0.5404
MEPCE	gi|25121987|gn|NCAPH:23397| condensin complex subunit 2 [Homo sapiens]	3	0.0235	0.4759
EIF4A2	gi|25121993|gn|MSI2:124540| RNA-binding protein Musashi homolog 2 isoform b [Homo sapiens]	3	0.6726	0.0497
MEPCE	gi|25121993|gn|MSI2:124540| RNA-binding protein Musashi homolog 2 isoform b [Homo sapiens]	3	0.6684	0.0587
EIF4A2	gi|253970456|gn|HTATSF1:27336| HIV Tat-specific factor 1 [Homo sapiens]	3	0.0006	0.6194
MEPCE	gi|253970456|gn|HTATSF1:27336| HIV Tat-specific factor 1 [Homo sapiens]	3	0.0071	0.5335
EIF4A2	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|253970500|gn|EWSR1:2130| RNA-binding protein EWS isoform 1 [Homo sapiens]	3	0.0025	0.5793
EIF4A2	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|254692934|gn|GTF2I:2969| general transcription factor II-I isoform 5 [Homo sapiens]	3	0.0001	0.6563
EIF4A2	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|25470886|gn|DAZAP1:26528| DAZ-associated protein 1 isoform b [Homo sapiens]	3	0.3463	0.1957
EIF4A2	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	0.0082	0.5240
MEPCE	gi|256222415|gn|FLNB:2317| filamin-B isoform 4 [Homo sapiens]	3	0.2926	0.2577
EIF4A2	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|256818796|gn|EIF4ENIF1:56478| eukaryotic translation initiation factor 4E transporter isoform a [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	0.0001	0.6563
MEPCE	gi|25777602|gn|PSMD2:5708| 26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|25777612|gn|PSMD3:5709| 26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|25777615|gn|PSMD7:5713| 26S proteasome non-ATPase regulatory subunit 7 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|25777713|gn|SKP1:6500| S-phase kinase-associated protein 1 isoform b [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|25777724|gn|ALDH1A2:8854| retinal dehydrogenase 2 isoform 1 [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|258645150|gn|RBMX:27316| RNA-binding motif protein, X chromosome isoform 2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|259013556|gn|FXR2:9513| fragile X mental retardation syndrome-related protein 2 [Homo sapiens]	3	0.0276	0.4663
EIF4A2	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|260099725|gn|LDHA:3939| L-lactate dehydrogenase A chain isoform 4 [Homo sapiens]	3	0.0461	0.4370
EIF4A2	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	0.2212	0.2864
MEPCE	gi|260274832|gn|ECI2:10455| enoyl-CoA delta isomerase 2, mitochondrial isoform 2 [Homo sapiens]	3	0.7086	0.0328
EIF4A2	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|261337165|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform LTBP-1L precursor [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|261337171|gn|LTBP1:4052| latent-transforming growth factor beta-binding protein 1 isoform 3 precursor [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|261399875|gn|CCT7:10574| T-complex protein 1 subunit eta isoform c [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|261399877|gn|CCT7:10574| T-complex protein 1 subunit eta isoform d [Homo sapiens]	3	0.0000	0.6820
EIF4A2	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|261862352|gn|SHMT2:6472| serine hydroxymethyltransferase, mitochondrial isoform 3 [Homo sapiens]	3	0.0292	0.4642
EIF4A2	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	0.0000	0.6820
MEPCE	gi|262206280|gn|DNAJC7:7266| dnaJ homolog subfamily C member 7 isoform 1 [Homo sapiens]	3	0.0016	0.5954
EIF4A2	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	0.0004	0.6277
MEPCE	gi|266453748|gn|PFKM:5213| 6-phosphofructokinase, muscle type isoform 2 [Homo sapiens]	3	0.0042	0.5597
EIF4A2	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	0.0151	0.4976
MEPCE	gi|269847874|gn|YTHDC2:64848| probable ATP-dependent RNA helicase YTHDC2 [Homo sapiens]	3	1.0000	0.0000
EIF4A2	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	0.3224	0.2430
MEPCE	gi|27262630|gn|NASP:4678| nuclear autoantigenic sperm protein isoform 3 [Homo sapiens]	3	0.2605	0.2691
EIF4A2	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	0.3444	0.1996
MEPCE	gi|27262647|gn|ATXN2L:11273| ataxin-2-like protein isoform A [Homo sapiens]	3	0.1575	0.3262
EIF4A2	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	1.0000	0.0000
MEPCE	gi|27262653|gn|ATXN2L:11273| ataxin-2-like protein isoform E [Homo sapiens]	3	0.2172	0.2899
EIF4A2	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	0.0002	0.6436
MEPCE	gi|27436901|gn|MRPL12:6182| 39S ribosomal protein L12, mitochondrial [Homo sapiens]	3	0.1894	0.3076
